bib	div	loc	country	prof	swim.dist	swim.split	swim.race	swim.pace	swim.drank	swim.grank	swim.orank	bike.dist	bike.split	bike.race	bike.pace	bike.drank	bike.grank	bike.orank	run.dist	run.split	run.race	run.pace	run.drank	run.grank	run.orank	t1	t2
2050	M40-44	Dracut MA	USA	Communications	3.8 km	1:21:27	1:21:27	2:08/100m	198	888	1119	180 km	5:56:31	7:26:47	30.29 km/h	153	631	711	42.195 km	4:40:54	12:13:47	6:39/km	157	670	767	8:49	6:06
																											
2052	M40-44	Dieppe NB	CAN	Driver	3.8 km	1:11:52	1:11:52	1:53/100m	72	368	454	180 km	5:31:18	6:48:55	32.60 km/h	50	208	227	42.195 km	3:48:57	10:41:15	5:25/km	34	166	182	5:45	3:23
2053	M40-44	Brampton ON	CAN	Engineer	3.8 km	1:20:46	1:20:46	2:07/100m	189	848	1069	180 km	5:31:27	6:59:51	32.58 km/h	74	307	337	42.195 km	4:14:08	11:19:23	6:01/km	73	316	360	7:38	5:24
2054	M40-44	Eden Prairie MN	USA	Banker	3.8 km	1:20:27	1:20:27	2:07/100m	187	836	1053	180 km	6:03:43	7:31:04	29.69 km/h	167	681	763	42.195 km	4:06:13	11:42:56	5:50/km	108	449	515	6:54	5:39
																											
2056	M40-44	Redmond WA	USA	Computer Programmer	3.8 km	1:32:17	1:32:17	2:25/100m	273	1348	1773	180 km	6:24:41	8:06:41	28.08 km/h	247	1089	1267	42.195 km	5:26:32	13:39:28	7:44/km	264	1188	1440	9:43	6:15
2057	M40-44	Wichita KS	USA	Business Owner	3.8 km	1:15:49	1:15:49	1:59/100m	114	550	679	180 km	6:02:30	7:25:34	29.79 km/h	150	615	694	42.195 km	4:28:56	11:59:00	6:22/km	134	570	655	7:15	4:30
2058	M40-44	Guelph ON	CAN	Business Owner	3.8 km	1:29:24	1:29:24	2:21/100m	254	1246	1629	180 km	6:14:57	7:54:15	28.80 km/h	214	952	1088	42.195 km	4:45:40	12:45:11	6:46/km	201	861	1002	9:54	5:16
2059	M40-44	Lynnfield MA	USA	Police	3.8 km	1:25:57	1:25:57	2:15/100m	236	1107	1407	180 km	7:15:04	8:49:15	24.82 km/h	306	1416	1765	42.195 km	4:19:31	13:14:36	6:09/km	238	1036	1237	8:14	5:50
																											
2061	M40-44	Quebec QC	CAN	Insurance	3.8 km	1:33:45	1:33:45	2:28/100m	287	1399	1831	180 km	7:25:36	9:12:33	24.24 km/h	326	1532	1971	42.195 km	5:41:48	15:01:44	8:06/km	313	1470	1925	13:12	7:23
																											
																											
2064	M40-44	Toronto ON	CAN	Manufacturer	3.8 km	1:36:24	1:36:24	2:32/100m	298	1458	1929	180 km	6:53:44	8:42:06	26.10 km/h	297	1371	1685	42.195 km	6:46:37	15:35:09	9:38/km	326	1552	2062	11:58	6:26
2065	M40-44	Montreal QC	CAN	Engineer	3.8 km	1:09:05	1:09:05	1:49/100m	39	248	309	180 km	5:24:21	6:39:47	33.30 km/h	24	143	154	42.195 km	3:38:54	10:22:04	5:11/km	19	104	113	6:21	3:23
2066	M40-44	Loudonville NY	USA	Business Owner	3.8 km	2:11:04	2:11:04	3:26/100m	357	1760	2411	180 km	6:59:13	9:21:11	25.76 km/h	330	1577	2041	42.195 km	4:45:23	14:14:15	6:45/km	289	1316	1648	10:54	7:41
2067	M40-44	Kingston ON	CAN	Investment Management	3.8 km	1:29:55	1:29:55	2:21/100m	258	1263	1650	180 km	6:19:16	7:59:48	28.48 km/h	233	1013	1167	42.195 km	4:17:51	12:22:17	6:06/km	173	724	829	10:37	4:38
2068	M40-44	Quebec QC	CAN	Massage Therapist	3.8 km	1:05:42	1:05:42	1:43/100m	20	145	182	180 km	5:44:58	6:56:01	31.31 km/h	64	277	306	42.195 km	3:50:39	10:49:31	5:27/km	42	193	212	5:21	2:51
2069	M40-44	Pittsburgh PA	USA	Physician	3.8 km	1:24:39	1:24:39	2:13/100m	225	1040	1316	180 km	6:47:03	8:21:23	26.53 km/h	269	1207	1438	42.195 km	4:36:40	13:03:12	6:33/km	226	964	1144	9:41	5:09
2070	M40-44	Arlington VA	USA	Management	3.8 km	1:02:59	1:02:59	1:39/100m	13	78	98	180 km	5:37:02	6:47:17	32.04 km/h	42	192	211	42.195 km	4:37:20	11:29:12	6:34/km	88	377	428	7:16	4:35
2071	M40-44	Sainte-Aurelie QC	CAN	Computer Analyst	3.8 km	1:30:07	1:30:07	2:22/100m	260	1268	1659	180 km	6:29:45	8:09:28	27.71 km/h	252	1109	1297	42.195 km	5:04:45	13:21:58	7:13/km	244	1076	1285	9:36	7:45
2072	M40-44	St-Faustin-Lac Carre QC	CAN	Teacher	3.8 km	1:34:43	1:34:43	2:29/100m	291	1424	1870	180 km	7:34:22	9:25:28	23.77 km/h	333	1594	2073	42.195 km	6:05:51	15:40:40	8:40/km	329	1560	2072	16:23	9:21
2073	M40-44	Hudson MA	USA	Computer Analyst	3.8 km	1:26:22	1:26:22	2:16/100m	238	1118	1428	180 km	6:24:52	7:59:15	28.06 km/h	232	1010	1163	42.195 km	4:23:06	12:27:09	6:14/km	178	742	856	8:01	4:48
2074	M40-44	Aurora ON	ZAF	Management	3.8 km	1:19:10	1:19:10	2:05/100m	168	752	937	180 km	6:14:35	7:43:28	28.83 km/h	188	803	909	42.195 km	5:35:25	13:23:28	7:56/km	249	1089	1301	9:43	4:35
2075	M40-44	Arcadia CA	BEL	Scientist	3.8 km	1:19:05	1:19:05	2:04/100m	167	747	930	180 km	5:26:48	6:52:45	33.05 km/h	57	249	274	42.195 km	4:36:12	11:31:56	6:32/km	90	391	447	6:52	2:59
2076	M40-44	Summit NJ	IND	Consultant	3.8 km	1:58:53	1:58:53	3:07/100m	351	1728	2345	180 km	8:07:39	10:15:48	22.15 km/h	354	1711	2313	42.195 km	5:35:35	15:56:24	7:57/km	333	1591	2124	9:16	5:01
2077	M40-44	Montreal QC	CAN	Administrator	3.8 km	1:21:31	1:21:31	2:08/100m	199	893	1124	180 km	5:49:06	7:20:14	30.94 km/h	136	544	613	42.195 km	4:07:05	11:33:33	5:51/km	93	400	457	9:37	6:14
																											
2079	M40-44	Ixttaczoquitlan	MEX	Administrator	3.8 km	1:24:46	1:24:46	2:13/100m	226	1045	1323	180 km	6:19:15	7:51:10	28.48 km/h	205	902	1035	42.195 km	4:19:57	12:16:34	6:09/km	164	687	787	7:09	5:27
2080	M40-44	Steep Falls ME	USA	Accountant	3.8 km	1:30:30	1:30:30	2:22/100m	262	1285	1680	180 km	6:20:29	8:00:27	28.38 km/h	237	1022	1177	42.195 km	4:46:09	12:53:06	6:46/km	215	910	1064	9:28	6:30
2081	M40-44	Bolton	GBR	Business Executive	3.8 km	1:28:37	1:28:37	2:19/100m	248	1214	1583	180 km	6:23:41	8:00:45	28.15 km/h	239	1026	1181	42.195 km	4:57:49	13:05:36	7:03/km	228	978	1165	8:27	7:02
2082	M40-44	Steep Falls ME	USA	Other	3.8 km	1:38:33	1:38:33	2:35/100m	299	1507	1995	180 km	6:08:27	7:55:00	29.31 km/h	216	961	1098	42.195 km	4:11:11	12:09:39	5:57/km	149	641	737	8:00	3:28
2083	M40-44	Toronto ON	CAN	Business Executive	3.8 km	1:12:46	1:12:46	1:54/100m	85	415	514	180 km	5:48:41	7:07:37	30.97 km/h	95	382	422	42.195 km	4:47:13	11:59:39	6:48/km	135	572	657	6:10	4:49
2084	M40-44	Ottawa ON	CAN	Psychiatrist	3.8 km	1:15:25	1:15:25	1:59/100m	109	524	653	180 km	5:33:05	6:57:30	32.42 km/h	65	284	313	42.195 km	3:51:46	10:52:51	5:29/km	48	207	226	9:00	3:35
2085	M40-44	Gaithersburg MD	USA	Management	3.8 km	1:21:55	1:21:55	2:09/100m	203	919	1153	180 km	7:14:55	8:49:18	24.83 km/h	307	1418	1767	42.195 km	5:03:04	14:05:40	7:10/km	282	1286	1600	12:28	13:18
2086	M40-44	Shallow Lake ON	CAN	Other	3.8 km	1:25:39	1:25:39	2:15/100m	234	1097	1392	180 km	5:45:40	7:17:35	31.24 km/h	129	505	568	42.195 km	3:08:45	10:30:14	4:28/km	26	126	140	6:16	3:54
2087	M40-44	Medford MA	USA	Attorney	3.8 km	1:18:05	1:18:05	2:03/100m	147	678	841	180 km	5:46:16	7:12:12	31.19 km/h	106	436	484	42.195 km	3:36:54	10:53:23	5:08/km	50	211	230	7:51	4:17
2088	M40-44	Pembroke ON	CAN	Engineer	3.8 km	1:16:25	1:16:25	2:00/100m	122	589	724	180 km	5:50:43	7:13:16	30.79 km/h	111	455	506	42.195 km	4:19:35	11:36:53	6:09/km	98	415	473	6:08	4:02
																											
																											
2091	M40-44	Burlington ON	CAN	Business Executive	3.8 km	1:33:28	1:33:28	2:27/100m	284	1389	1821	180 km	6:19:05	8:01:44	28.49 km/h	241	1040	1196	42.195 km	4:42:13	12:48:33	6:41/km	207	882	1029	9:11	4:36
2092	M40-44	Washington DC	USA	Engineer	3.8 km	1:17:01	1:17:01	2:01/100m	134	622	766	180 km	6:19:37	7:43:25	28.45 km/h	187	802	908	42.195 km	4:26:31	12:14:33	6:18/km	160	676	774	6:47	4:37
																											
																											
2095	M40-44	Montreal QC	CAN	Physician	3.8 km	1:09:14	1:09:14	1:49/100m	40	251	314	180 km	5:38:46	6:53:47	31.88 km/h	58	257	284	42.195 km	5:12:43	12:10:11	7:24/km	151	649	745	5:47	3:41
2096	M40-44	Saratoga Springs NY	USA	Construction	3.8 km	1:35:35	1:35:35	2:30/100m	295	1442	1896	180 km	7:20:09	9:04:56	24.54 km/h	320	1497	1908	42.195 km	6:52:01	16:05:25	9:45/km	336	1606	2152	9:12	8:28
2097	M40-44	London ON	CAN	Physical Therapist	3.8 km	1:42:46	1:42:46	2:42/100m	323	1601	2133	180 km	7:30:56	9:24:06	23.95 km/h	332	1584	2056	42.195 km	6:15:54	15:46:06	8:54/km	330	1568	2091	10:24	6:06
2098	M40-44	Yokohama	JPN	Business Owner	3.8 km	1:38:50	1:38:50	2:36/100m	300	1515	2004	180 km	7:22:00	9:14:04	24.43 km/h	327	1539	1985	42.195 km	5:29:50	14:50:37	7:49/km	307	1436	1862	13:14	6:43
2099	M45-49	Markham ON	CAN	Banker	3.8 km	1:13:37	1:13:37	1:56/100m	73	443	552	180 km	6:10:04	7:30:43	29.18 km/h	104	675	757	42.195 km	4:23:38	11:58:26	6:14/km	88	567	650	7:02	4:05
2100	M45-49	Ottawa ON	CAN	Business Owner	3.8 km	1:18:04	1:18:04	2:03/100m	114	677	839	180 km	6:13:45	7:41:21	28.90 km/h	126	784	887	42.195 km	4:59:32	12:48:50	7:05/km	147	885	1032	9:32	7:57
2101	M45-49	Brossard QC	CAN	Clerical	3.8 km	1:02:13	1:02:13	1:38/100m	14	67	83	180 km	6:00:32	7:11:06	29.96 km/h	64	428	474	42.195 km	4:51:40	12:08:26	6:54/km	96	633	728	8:21	5:40
2102	M45-49	Quebc QC	CAN	Administrator	3.8 km	1:43:42	1:43:42	2:43/100m	293	1615	2155	180 km	7:51:00	9:46:49	22.93 km/h	305	1672	2223	42.195 km	5:51:31	15:48:19	8:19/km	290	1578	2104	12:07	9:59
2103	M45-49	Upham NB	CAN	Electrician	3.8 km	1:10:58	1:10:58	1:52/100m	53	325	403	180 km	5:07:16	6:22:47	35.15 km/h	8	61	65	42.195 km	3:22:35	9:48:14	4:48/km	4	36	38	4:33	2:52
																											
2105	M45-49	Clifton Park NY	USA	Engineer	3.8 km	1:37:04	1:37:04	2:33/100m	269	1477	1955	180 km	7:30:59	9:24:30	23.95 km/h	286	1586	2061	42.195 km	5:13:09	14:47:42	7:25/km	250	1426	1842	16:27	10:03
2106	M45-49	Westford MA	USA	Engineer	3.8 km	1:19:24	1:19:24	2:05/100m	128	772	966	180 km	5:55:09	7:24:27	30.41 km/h	92	605	681	42.195 km	5:39:43	13:09:28	8:03/km	173	1005	1196	9:54	5:18
																											
2108	M45-49	Thornhill ON	CAN	Engineer	3.8 km	1:23:19	1:23:19	2:11/100m	160	979	1238	180 km	7:15:20	8:49:03	24.81 km/h	253	1414	1762	42.195 km	5:53:18	14:49:31	8:22/km	251	1432	1856	10:24	7:10
2109	M45-49	Wakefield NH	USA	Construction	3.8 km	1:30:17	1:30:17	2:22/100m	231	1276	1669	180 km	6:00:52	7:41:46	29.93 km/h	128	792	896	42.195 km	3:58:58	11:46:47	5:39/km	74	479	550	10:37	6:03
2110	M45-49	Chicoutimi QC	CAN	Teacher	3.8 km	1:00:57	1:00:57	1:36/100m	8	51	58	180 km	5:45:27	6:52:25	31.26 km/h	32	244	268	42.195 km	4:32:19	11:28:28	6:27/km	57	373	424	6:01	3:44
2111	M45-49	Bel Air MD	USA	Management	3.8 km	1:16:16	1:16:16	2:00/100m	104	577	711	180 km	6:24:38	7:50:09	28.08 km/h	148	886	1016	42.195 km	4:26:02	12:28:52	6:18/km	123	763	878	9:15	12:41
																											
2113	M45-49	Quebec QC	CAN	Business Executive	3.8 km	1:51:15	1:51:15	2:55/100m	310	1693	2278	180 km	7:48:43	9:51:06	23.04 km/h	308	1685	2241	42.195 km	5:33:16	15:30:15	7:53/km	275	1536	2037	11:08	5:53
2114	M45-49	Hoboken NJ	RUS	Computer Programmer	3.8 km	1:57:23	1:57:23	3:05/100m	318	1722	2331	180 km	7:58:24	10:14:42	22.58 km/h	313	1710	2310	42.195 km	5:23:02	15:53:13	7:39/km	292	1588	2117	18:55	15:29
2115	M45-49	Williamsville NY	USA	Physician	3.8 km	1:13:22	1:13:22	1:55/100m	70	432	536	180 km	7:51:03	9:38:41	22.93 km/h	300	1644	2174	42.195 km	6:28:03	16:20:46	9:11/km	300	1629	2197	34:16	14:02
																											
2117	M45-49	Wellesley Island NY	USA	Military Service - Foreig	3.8 km	1:24:17	1:24:17	2:13/100m	172	1021	1293	180 km	6:46:33	8:20:18	26.56 km/h	214	1195	1419	42.195 km	5:13:10	13:38:25	7:25/km	205	1181	1432	9:28	4:57
2118	M45-49	Hebertville QC	CAN	Driver	3.8 km	1:11:06	1:11:06	1:52/100m	57	333	412	180 km	5:49:18	7:07:03	30.92 km/h	55	375	415	42.195 km	4:13:15	11:26:06	6:00/km	50	352	401	6:39	5:48
2119	M45-49	Mont-Royal QC	CAN	Physician	3.8 km	1:18:04	1:18:04	2:03/100m	113	676	838	180 km	6:25:19	7:53:11	28.03 km/h	155	931	1066	42.195 km	4:07:11	12:06:46	5:51/km	95	618	711	9:48	6:24
2120	M45-49	St Lazare QC	CAN	Management	3.8 km	1:31:57	1:31:57	2:25/100m	243	1339	1760	180 km	6:39:13	8:22:00	27.05 km/h	217	1215	1447	42.195 km	4:44:22	13:12:03	6:44/km	177	1022	1220	10:50	5:41
2121	M45-49	Albion NY	USA	Teacher	3.8 km	1:19:13	1:19:13	2:05/100m	123	756	942	180 km	5:34:06	7:00:42	32.33 km/h	43	319	350	42.195 km	3:54:10	10:59:10	5:32/km	26	228	253	7:23	4:18
																											
2123	M45-49	Westbrook ME	USA	Marketing	3.8 km	1:15:35	1:15:35	1:59/100m	90	535	664	180 km	5:41:21	7:02:41	31.64 km/h	46	335	372	42.195 km	4:51:52	12:00:19	6:55/km	89	575	661	5:45	5:46
2124	M45-49	New York NY	USA	Attorney	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
																											
2126	M45-49	Silver Spring MD	USA	Other	3.8 km	1:18:08	1:18:08	2:03/100m	116	682	847	180 km	7:35:14	9:03:54	23.72 km/h	269	1495	1905	42.195 km	6:09:24	15:20:51	8:45/km	274	1517	2005	10:32	7:33
2127	M45-49	Lee NH	USA	Research Analyst	3.8 km	1:29:08	1:29:08	2:20/100m	222	1228	1608	180 km	7:05:35	8:45:26	25.38 km/h	248	1390	1725	42.195 km	6:11:25	15:04:25	8:48/km	264	1477	1935	10:43	7:34
																											
2129	M45-49	Ste-Brigitte De Laval QC	CAN	Administrator	3.8 km	1:07:40	1:07:40	1:46/100m	35	188	242	180 km	5:25:17	6:39:16	33.20 km/h	19	140	151	42.195 km	3:50:35	10:33:11	5:27/km	16	141	156	6:19	3:20
2130	M45-49	Ottawa ON	CAN	Electrician	3.8 km	1:15:15	1:15:15	1:58/100m	85	514	640	180 km	7:03:15	8:27:33	25.52 km/h	223	1254	1507	42.195 km	6:10:38	14:44:55	8:47/km	248	1418	1826	9:03	6:44
2131	M45-49	Marshfield MA	USA	Sales Manager	3.8 km	1:59:42	1:59:42	3:09/100m	323	1734	2356	180 km	7:34:13	9:43:08	23.78 km/h	302	1659	2198	42.195 km	6:06:40	15:58:45	8:41/km	294	1595	2131	9:13	8:57
2132	M45-49	Dartmouth NS	CAN	Other	3.8 km	1:11:25	1:11:25	1:52/100m	59	344	428	180 km	5:47:13	7:04:49	31.10 km/h	49	351	391	42.195 km	5:54:28	13:02:39	8:24/km	163	960	1138	6:11	3:22
2133	M45-49	Boucherville QC	CAN	Teacher	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
2134	M45-49	Caledon ON	CAN	Other	3.8 km	1:24:33	1:24:33	2:13/100m	176	1034	1309	180 km	6:48:32	8:25:12	26.44 km/h	221	1242	1489	42.195 km	5:05:28	13:41:13	7:14/km	210	1199	1458	12:07	10:33
2135	M45-49	Drummondville QC	CAN	Administrator	3.8 km	1:08:41	1:08:41	1:48/100m	42	228	286	180 km	6:02:22	7:19:44	29.80 km/h	82	535	604	42.195 km	5:34:23	13:00:43	7:55/km	160	946	1119	8:41	6:36
2136	M45-49	Glenburnie ON	CAN	Investment Management	3.8 km	1:31:55	1:31:55	2:25/100m	242	1336	1757	180 km	7:17:46	9:03:46	24.67 km/h	268	1494	1904	42.195 km	5:41:27	14:56:33	8:05/km	257	1454	1893	14:05	11:20
2137	M45-49	Toronto ON	CAN	Business Executive	3.8 km	1:29:05	1:29:05	2:20/100m	221	1225	1603	180 km	6:28:13	8:06:39	27.82 km/h	189	1088	1266	42.195 km	5:22:21	13:33:44	7:38/km	199	1155	1397	9:21	4:44
2138	M45-49	Laval QC	CAN	Attorney	3.8 km	1:18:07	1:18:07	2:03/100m	115	679	843	180 km	5:47:33	7:13:09	31.07 km/h	68	454	505	42.195 km	4:26:54	11:47:05	6:19/km	75	482	554	7:29	7:02
2139	M45-49	Basking Ridge NJ	USA	Architect	3.8 km	1:23:24	1:23:24	2:11/100m	162	985	1244	180 km	6:06:21	7:38:01	29.48 km/h	120	761	857	42.195 km	4:44:24	12:27:48	6:44/km	120	750	865	8:16	5:23
2140	M45-49	New York NY	USA	Business Executive	3.8 km	1:36:55	1:36:55	2:33/100m	267	1468	1944	180 km	7:21:31	9:11:12	24.46 km/h	274	1524	1959	42.195 km	5:19:31	14:39:05	7:34/km	245	1396	1793	12:46	8:22
2141	M45-49	Garden City NY	USA	Attorney	3.8 km	1:43:30	1:43:30	2:43/100m	291	1612	2148	180 km	6:29:39	8:24:45	27.72 km/h	219	1234	1478	42.195 km	4:27:57	12:59:59	6:21/km	158	942	1114	11:36	7:17
2142	M45-49	Bethesda MD	USA	Management	3.8 km	1:28:23	1:28:23	2:19/100m	217	1208	1571	180 km	7:06:14	8:47:00	25.34 km/h	249	1397	1735	42.195 km	5:52:03	14:49:46	8:20/km	252	1434	1858	12:23	10:43
2143	M45-49	Montreal QC	CAN	Administrator	3.8 km	1:08:27	1:08:27	1:48/100m	37	215	272	180 km	6:30:05	7:46:37	27.69 km/h	138	841	959	42.195 km	4:09:13	12:01:42	5:54/km	90	585	671	8:05	5:52
2144	M45-49	Indianapolis IN	USA	Construction	3.8 km	1:19:44	1:19:44	2:05/100m	135	794	990	180 km	5:56:45	7:23:38	30.27 km/h	88	594	669	42.195 km	3:57:05	11:25:25	5:37/km	47	344	393	7:09	4:42
2145	M45-49	Broad Brook CT	USA	Driver	3.8 km	1:19:25	1:19:25	2:05/100m	129	775	969	180 km	6:06:21	7:34:59	29.48 km/h	114	728	821	42.195 km	5:13:35	12:53:05	7:25/km	155	909	1063	9:13	4:31
2146	M45-49	Oshawa ON	CAN	Management	3.8 km	1:21:52	1:21:52	2:09/100m	148	917	1151	180 km	5:46:34	7:18:19	31.16 km/h	78	514	580	42.195 km	3:57:01	11:21:13	5:37/km	46	326	371	9:53	5:53
2147	M45-49	Toronto ON	CAN	Real Estate	3.8 km	1:57:40	1:57:40	3:05/100m	320	1724	2337	180 km	6:23:02	8:33:26	28.20 km/h	231	1304	1586	42.195 km	4:35:19	13:17:17	6:31/km	181	1050	1255	12:44	8:32
2148	M45-49	Waterdown ON	CAN	Business Owner	3.8 km	1:31:06	1:31:06	2:23/100m	239	1308	1711	180 km	6:50:34	8:35:50	26.31 km/h	237	1328	1624	42.195 km	6:17:36	15:03:45	8:56/km	263	1475	1930	14:10	10:19
2149	M45-49	Ste-Catherine QC	CAN	Other	3.8 km	1:30:30	1:30:30	2:22/100m	233	1284	1679	180 km	7:05:08	8:44:34	25.40 km/h	247	1388	1720	42.195 km	6:51:02	15:47:02	9:44/km	289	1575	2099	8:56	11:26
2150	M45-49	Ste-Therese QC	CAN	Teacher	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
2151	M45-49	Gainesville VA	USA	Fitness Consultant	3.8 km	1:24:44	1:24:44	2:13/100m	178	1042	1319	180 km	7:43:52	9:24:46	23.28 km/h	289	1589	2066	42.195 km	6:51:44	16:28:38	9:45/km	303	1640	2216	16:10	12:08
2152	M45-49	Yarmouth Port MA	USA	Attorney	3.8 km	1:08:42	1:08:42	1:48/100m	43	231	289	180 km	6:24:55	7:40:26	28.06 km/h	123	778	880	42.195 km	4:44:47	12:28:45	6:44/km	122	760	875	6:49	3:32
2153	M45-49	Mascouche QC	CAN	Other	3.8 km	1:47:15	1:47:15	2:49/100m	305	1659	2229	180 km	7:45:09	9:46:01	23.22 km/h	304	1668	2215	42.195 km	5:53:04	15:46:09	8:22/km	285	1569	2092	13:37	7:04
2154	M45-49	St. Catharines ON	CAN	Real Estate	3.8 km	1:13:31	1:13:31	1:56/100m	72	441	546	180 km	6:24:30	7:46:23	28.09 km/h	137	839	955	42.195 km	5:08:56	13:00:02	7:19/km	159	943	1115	8:22	4:43
2155	M45-49	Ridgewood NJ	USA	Management	3.8 km	1:46:02	1:46:02	2:47/100m	299	1642	2202	180 km	7:25:43	9:24:34	24.23 km/h	288	1588	2063	42.195 km	5:40:33	15:12:38	8:04/km	271	1503	1977	12:49	7:31
2156	M45-49	Ottawa ON	CAN	Business Executive	3.8 km	1:26:36	1:26:36	2:16/100m	193	1129	1442	180 km	6:09:45	7:43:10	29.21 km/h	130	799	905	42.195 km	4:23:40	12:10:02	6:14/km	101	647	743	6:49	3:12
2157	M45-49	Wilmette IL	USA	Business Executive	3.8 km	1:21:09	1:21:09	2:08/100m	140	870	1099	180 km	7:11:27	8:43:15	25.03 km/h	244	1377	1702	42.195 km	5:33:52	14:24:56	7:54/km	236	1355	1716	10:39	7:49
2158	M45-49	Laconia NH	USA	Police	3.8 km	1:48:46	1:48:46	2:51/100m	309	1674	2249	180 km	4:50:48	6:52:33	37.14 km/h	33	247	272	42.195 km	--:--	--:--	--/km	--	--	--	12:59	10:53
2159	M45-49	Moultonborough NH	USA	Police	3.8 km	1:43:09	1:43:09	2:42/100m	290	1609	2143	180 km	7:29:33	9:25:06	24.02 km/h	290	1590	2068	42.195 km	6:59:18	16:37:11	9:56/km	306	1647	2230	12:24	12:47
2160	M45-49	Ottawa ON	CAN	Contractor	3.8 km	1:27:50	1:27:50	2:18/100m	205	1179	1528	180 km	7:11:38	8:48:35	25.02 km/h	252	1411	1755	42.195 km	6:11:46	15:07:08	8:48/km	265	1487	1952	9:07	6:47
2161	M45-49	Emerson NJ	USA	Banker	3.8 km	1:21:25	1:21:25	2:08/100m	143	887	1118	180 km	6:12:41	7:41:41	28.98 km/h	127	790	893	42.195 km	4:07:38	11:52:44	5:52/km	83	524	602	7:35	3:25
2162	M45-49	Basking Ridge NJ	USA	Photographer	3.8 km	1:16:06	1:16:06	2:00/100m	102	565	698	180 km	6:07:22	7:32:42	29.40 km/h	110	705	792	42.195 km	5:21:16	13:04:07	7:36/km	167	969	1152	9:14	10:09
2163	M45-49	Shawinigan-Sud QC	CAN	Physical Therapist	3.8 km	1:03:45	1:03:45	1:40/100m	19	96	124	180 km	5:40:17	6:49:38	31.74 km/h	29	216	237	42.195 km	4:05:59	10:59:45	5:49/km	27	231	256	5:36	4:08
2164	M45-49	Montreal QC	CAN	Writer	3.8 km	1:23:36	1:23:36	2:12/100m	164	995	1259	180 km	6:48:28	8:20:15	26.44 km/h	213	1194	1418	42.195 km	4:53:46	13:21:41	6:57/km	186	1075	1284	8:11	7:40
2165	M45-49	St-Eustache QC	CAN	Other	3.8 km	1:28:03	1:28:03	2:19/100m	210	1189	1543	180 km	8:09:16	9:51:18	22.07 km/h	309	1686	2242	42.195 km	6:13:53	16:16:51	8:51/km	298	1619	2180	13:59	11:40
																											
2167	M45-49	Laguna Niguel CA	USA	Other	3.8 km	1:35:02	1:35:02	2:30/100m	258	1429	1878	180 km	8:31:07	10:17:40	21.13 km/h	314	1712	2316	42.195 km	--:--	--:--	--/km	--	--	--	11:31	6:01
2168	M45-49	Waterloo ON	CAN	Other	3.8 km	2:01:58	2:01:58	3:12/100m	324	1740	2372	180 km	7:01:44	9:20:19	25.61 km/h	280	1572	2033	42.195 km	--:--	--:--	--/km	--	--	--	16:37	16:07
2169	M45-49	Ottawa ON	CAN	Teacher	3.8 km	1:43:33	1:43:33	2:43/100m	292	1613	2149	180 km	6:37:01	8:31:48	27.20 km/h	229	1289	1564	42.195 km	4:20:48	13:02:52	6:10/km	165	962	1141	11:14	10:16
2170	M45-49	Oshawa ON	CAN	Construction	3.8 km	1:45:58	1:45:58	2:47/100m	298	1641	2200	180 km	8:32:00	10:33:07	21.09 km/h	316	1722	2330	42.195 km	--:--	--:--	--/km	--	--	--	15:09	6:51
2171	M45-49	Mirabel QC	CAN	Computer Analyst	3.8 km	1:29:12	1:29:12	2:20/100m	223	1233	1613	180 km	6:12:24	7:52:27	29.00 km/h	154	924	1057	42.195 km	4:39:08	12:37:44	6:36/km	135	812	945	10:51	6:09
2172	M45-49	Huntsville ON	CAN	Management	3.8 km	1:12:11	1:12:11	1:53/100m	64	390	478	180 km	5:41:51	7:02:42	31.59 km/h	47	336	373	42.195 km	4:07:44	11:14:25	5:52/km	38	293	326	8:40	3:59
2173	M45-49	St-Charles-Borromee QC	CAN	Dentist Designer	3.8 km	1:21:19	1:21:19	2:08/100m	142	882	1113	180 km	6:18:06	7:48:03	28.56 km/h	143	863	987	42.195 km	5:08:49	13:03:37	7:19/km	166	965	1146	8:38	6:45
2174	M45-49	Bourgneuf	FRA	Engineer	3.8 km	1:10:58	1:10:58	1:52/100m	52	324	402	180 km	5:55:39	7:14:47	30.37 km/h	69	471	524	42.195 km	4:09:40	11:28:28	5:55/km	56	372	423	8:10	4:01
																											
2176	M45-49	Stony Point NY	USA	Teacher	3.8 km	1:54:31	1:54:31	3:00/100m	312	1703	2298	180 km	8:24:24	10:29:24	21.41 km/h	315	1720	2328	42.195 km	--:--	--:--	--/km	--	--	--	10:29	9:20
2177	M45-49	Windsor ON	CAN	Other	3.8 km	1:29:55	1:29:55	2:21/100m	228	1262	1649	180 km	7:41:33	9:30:03	23.40 km/h	295	1613	2108	42.195 km	5:13:03	14:57:37	7:25/km	258	1458	1900	18:35	14:31
